	0.0503
対決ヴァンフォーレ甲府アルビレックス	0.0084
対戦すること	0.0084
対戦2003年	0.0084
対戦2003	0.0084
対戦	0.0084
定める規格スタジアム	0.0084
定める規格	0.0084
存在するため	0.0084
場通称	0.0084
場存在	0.0084
場合同地域	0.0084
場合同	0.0084
基本的甲府	0.0084
基本的	0.0084
地域Jリーグ	0.0084
国行なうれる	0.0084
国武田信玄	0.0084
国上杉謙信	0.0084
問題発生する	0.0084
問題発生	0.0084
名前使うれる	0.0084
同様Jリーグ	0.0084
同地域J	0.0084
同地域	0.0084
同じ環境整う	0.0084
合戦銘打つ	0.0084
合戦意識する	0.0084
合戦ほぼ同じ	0.0084
合戦ほぼ	0.0084
合戦	0.0084
参入する1998	0.0084
北信越社会人リーグ	0.0084
北信越社会人	0.0084
北信越社会	0.0084
北信越	0.0084
前武田	0.0084
別名平成川中島	0.0084
別名平成	0.0084
出典フリー百科事典	0.0084
公園総合球技場	0.0084
側長野県	0.0084
側新潟スタジアム	0.0084
側平成	0.0084
側主催試合	0.0084
側サポーター	0.0084
信玄越後国	0.0084
信濃対戦する	0.0084
信濃対戦	0.0084
信濃国行なう	0.0084
作成カテゴリ	0.0084
作成	0.0084
会場互い	0.0084
会員申請行う	0.0084
今後編集日本フットボール	0.0084
今後編集日本	0.0084
今後4関連項目	0.0084
今後4関連	0.0084
人川中島タービー	0.0084
人リーグ地域	0.0084
人2006年4	0.0084
事情ない限り	0.0084
事情ない	0.0084
事典ウィキペディア	0.0084
主催試合なる	0.0084
主催試合	0.0084
中島タービー今後	0.0084
上杉謙信信濃	0.0084
一ディビジョン	0.0084
ー別名平成	0.0084
ーびー	0.0084
ヴァンフォーレ甲府アルビレックス新潟	0.0084
ヴァンフォーレ甲府アルビレックス	0.0084
リーグ規格スタジアム	0.0084
リーグ準会員申請	0.0084
リーグ所属	0.0084
リーグ定める規格	0.0084
リーグ地域リーグ	0.0084
リーグヴァンフォーレ	0.0084
リーグJFL	0.0084
ライバル対決ヴァンフォーレ甲府	0.0084
ライバル対決ヴァンフォーレ	0.0084
マッチ	0.0084
ホームスコアアウェイ観客	0.0084
プロサッカーリーグJリーグ	0.0084
フリー百科事典	0.0084
フットボールリーグJFL	0.0084
パルセイロ同市	0.0084
ナビゲーション検索川中島ダービー	0.0084
ディビジョン違うため	0.0084
ディビジョン違う	0.0084
ディビジョン	0.0084
チーム松本山	0.0084
チーム一つ	0.0084
チームため	0.0084
ダービー行なうれる	0.0084
ダービー出典フリー百科	0.0084
ダービーわな	0.0084
タービー今後編集	0.0084
タービー今後4	0.0084
スタジアム競技場	0.0084
スタジアム競技	0.0084
スタジアム現	0.0084
スタジアム川中島	0.0084
スコアアウェイ観客数	0.0084
サポーター獲得する	0.0084
サポーター獲得	0.0084
サッカーライバル対決	0.0084
サッカーライバル	0.0084
カテゴリ日本サッカー	0.0084
イベント行なうれる	0.0084
イベント行なう	0.0084
アルビレックス新潟新潟新潟	0.0084
アルビレックス新潟対戦	0.0084
アルビレックス新潟	0.0084
アルウィン開催する	0.0084
アルウィン開催	0.0084
アルウィン対戦	0.0084
アウェイ観客数2003	0.0084
わなかじまだー	0.0084
わなかじまだ	0.0084
わなかじ	0.0084
れる試合	0.0084
れる年新潟	0.0084
れる川中島	0.0084
れるようなる	0.0084
まだーびー	0.0084
びー別名	0.0084
なる関連項目	0.0084
なる関連	0.0084
なる試合	0.0084
なる甲斐	0.0084
なる川中島	0.0084
なぞらえる日本プロサッカーリーグ	0.0084
なぞらえる日本	0.0084
ため松本山	0.0084
ため対戦すること	0.0084
ためアルウィン	0.0084
ためJリーグ	0.0084
ためJ	0.0084
そのため松本	0.0084
その	0.0084
する試合こと	0.0084
する松本山雅	0.0084
する松本	0.0084
する年月	0.0084
する川中島	0.0084
するれる試合	0.0084
するようこと	0.0084
するためアルウィン	0.0084
するため	0.0084
するPR	0.0084
するAC長野パルセイロ	0.0084
する1998年	0.0084
この名前使う	0.0084
この名前	0.0084
このチーム松本	0.0084
このチーム	0.0084
こと甲府	0.0084
ことできる	0.0084
ことこの名前	0.0084
ことこの	0.0084
ここ松本	0.0084
かつて戦国	0.0084
かつて	0.0084
かじまだーび	0.0084
おるこのチーム	0.0084
おるこの	0.0084
おるJリーグ	0.0084
おるJ	0.0084
いる試合	0.0084
いる松本	0.0084
いるチーム一つ	0.0084
いるチームため	0.0084
ある長野	0.0084
Wikipedia移動	0.0084
Wikipedia	0.0084
Jリーグ準会員	0.0084
Jリーグ準	0.0084
Jリーグ定める	0.0084
JFL所属	0.0084
JFL参入する	0.0084
JFL	0.0084
J2第30	0.0084
J1第7	0.0084
FCアルウィン	0.0084
AC長野パルセイロ	0.0084
8月30日	0.0084
8日J1	0.0084
7節甲府0	0.0084
599人川中島タービー	0.0084
4関連項目概要	0.0084
4月8日	0.0084
4新潟14599	0.0084
3川中島タービー	0.0084
30節甲府2	0.0084
30日J2	0.0084
2第30節	0.0084
2戦績3川	0.0084
21新潟13	0.0084
2008年ディビジョン	0.0084
2008年	0.0084
2007年同	0.0084
2007	0.0084
2006年4月	0.0084
2005年2008	0.0084
2005年	0.0084
2004年2005	0.0084
2004	0.0084
2003年甲府	0.0084
2003年8月	0.0084
2003年2006	0.0084
2003	0.0084
1第7節	0.0084
1概要2戦績	0.0084
1新潟13043	0.0084
1998年実施	0.0084
14599人川中島	0.0084
13043人2006	0.0084
04新潟14	0.0084
043人2006年	0.0084
戦績編集	0.0075
年	0.0075
信濃国	0.0075
れる	0.0075
ようなる	0.0075
ようこと	0.0075
するれるいる	0.0075
ことなる	0.0075
上杉謙信	0.0064
ある	0.0060
1998年	0.0036
