	0.0327
オーストラロイドオーストラリア原住民	0.0041
オーストラロイドオーストラリア	0.0041
オーストラロイド	0.0041
オントロジーAmiGOEGO表示	0.0041
エチルアルコール胃	0.0041
エチルアルコール	0.0041
インタビューALDH	0.0041
アルデヒド脱水素酵素	0.0041
アルデヒド脱水素	0.0041
アルデヒド脱	0.0041
アルコール脱水素酵素	0.0041
アルコール脱水素	0.0041
アルコール症センター	0.0041
アルコール性疾患	0.0041
アルコール性ガン	0.0041
アルコール性	0.0041
アルコール分解する	0.0041
アルコール分解	0.0041
アルコール依存症患者	0.0041
アルコールデヒドロゲナーゼADHタイプ	0.0041
アルコールデヒドロゲナーゼ	0.0041
アミノ酸決める塩基	0.0041
アミノ酸決める	0.0041
アミノ酸構成する	0.0041
アミノ酸構成	0.0041
アデニン変化する	0.0041
アデニン変化	0.0041
アセトアルデヒド速やか	0.0041
アセトアルデヒド影響	0.0041
アセトアルデヒド分解能力	0.0041
アセトアルデヒド分解する	0.0041
アセトアルデヒド体内	0.0041
アセトアルデヒドデヒドロゲナーゼアルデヒド	0.0041
アセトアルデヒドデヒドロゲナーゼ	0.0041
アセトアルデヒドだっすいそこうそ	0.0041
アセトアルデヒドだっすいそこ	0.0041
アセチル補酵素A	0.0041
わけない	0.0041
れる難い体内	0.0041
れる遺伝子型	0.0041
れる肝臓内	0.0041
れる目次非	0.0041
れる最終的	0.0041
れる式1	0.0041
れるアセトアルデヒド	0.0041
れるたんぱく質	0.0041
れること注目	0.0041
れるおる	0.0041
られるこれ	0.0041
られるいる疾患	0.0041
られるいる	0.0041
らALDH	0.0041
やすい体質	0.0041
の愛知県	0.0041
のアセトアルデヒド脱	0.0041
のアセトアルデヒド	0.0041
のち酢酸	0.0041
なる傾向ある	0.0041
なるリスクAG	0.0041
なるリスク	0.0041
なるアセトアルデヒド	0.0041
なること知る	0.0041
なること	0.0041
なるAAタイプ	0.0041
なるAA	0.0041
なる	0.0041
ないAAタイプ	0.0041
ないAA	0.0041
ない	0.0041
できる	0.0041
づけるその	0.0041
だっすいそこうそ	0.0041
たんぱく質	0.0041
ため起こる	0.0041
ため一般的	0.0041
ためアセトアルデヒド影響	0.0041
ためGG	0.0041
それぞれ約	0.0041
それぞれ	0.0041
その結果NN	0.0041
そのため一般	0.0041
その	0.0041
そこうそALDH	0.0041
する酵素	0.0041
する能力弱い	0.0041
する考えるられる	0.0041
する確率変わる	0.0041
する白人	0.0041
する物質この	0.0041
する易い考える	0.0041
する全	0.0041
する代謝酵素	0.0041
するリスク	0.0041
するエチルアルコール	0.0041
するアルコール	0.0041
するれる難い	0.0041
するれる肝臓内	0.0041
するれる目次	0.0041
するれる最終	0.0041
するれる式	0.0041
するれるアセトアルデヒド	0.0041
するれるたんぱく質	0.0041
するしまうため	0.0041
するおる	0.0041
するAタイプ	0.0041
するAGタイプ	0.0041
しまうため起こる	0.0041
しまうため	0.0041
さ体質的	0.0041
さらに二酸化炭素水	0.0041
さらに二酸化炭素	0.0041
さらにGGタイプ	0.0041
さらにGG	0.0041
このタイプ酒	0.0041
このタイプ人	0.0041
こののち酢酸	0.0041
このうち487番目	0.0041
このうち487	0.0041
このうち	0.0041
この	0.0041
こと注目する	0.0041
こと毒性	0.0041
こと分かる	0.0041
くること分かる	0.0041
くること	0.0041
くるALDH	0.0041
くる	0.0041
がん等飲酒	0.0041
がん大腸がん	0.0041
うち片方A	0.0041
うち片方	0.0041
うち487番目	0.0041
うそALDHEC	0.0041
いる脚注編集	0.0041
いる脚注	0.0041
いる疾患発症	0.0041
いる疾患	0.0041
いる実際	0.0041
いるAAタイプ	0.0041
いるAA	0.0041
いたる代謝	0.0041
いたる	0.0041
いう	0.0041
volatileintermediateProc	0.0041
viewKEGGKEGGentry	0.0041
viewBRENDABRENDAentry	0.0041
theConnectionsAlcoholismand	0.0041
structures遺伝子オントロジーAmiGO	0.0041
structureofabifunctional	0.0041
spアセトアルデヒド脱	0.0041
sequesteringareactiveand	0.0041
reactiveandvolatileintermediate	0.0041
profilePDBstructures遺伝子	0.0041
pnas1236794100PMID12764229	0.0041
pathwayPRIAMprofilePDB	0.0041
ofabifunctionalaldolase	0.0041
metabolicpathwayPRIAMprofile	0.0041
intermediateProcNatl	0.0041
entryMetaCycmetabolicpathway	0.0041
entryExPASyNiceZymeview	0.0041
dehydrogenasesequesteringareactive	0.0041
bifunctionalaldolasedehydrogenasesequestering	0.0041
articlesアセトアルデヒド脱水素	0.0041
articlesPubMedarticlesアセトアルデヒド	0.0041
areactiveandvolatile	0.0041
andvolatileintermediate	0.0041
andOurGenesSCIENTIFIC	0.0041
aldolasedehydrogenasesequesteringa	0.0041
acetylCoAアセチル補	0.0041
acetylCoANADHH	0.0041
acetylCoANADH	0.0041
abifunctionalaldolasedehydrogenase	0.0041
Wikipedia移動	0.0041
Wikipedia	0.0041
VrielinkA2003June	0.0041
USA100	0.0041
SeekingtheConnectionsAlcoholism	0.0041
SciUSA	0.0041
SCIENTIFICAMERICANApril2007	0.0041
SA10012	0.0041
PubMedarticlesアセトアルデヒド脱	0.0041
Pseudomonasspアセトアルデヒド	0.0041
ProcNatlAcadSci	0.0041
ProcNatlAcad	0.0041
PowlowskiJVrielinkA	0.0041
PRIAMprofilePDBstructures	0.0041
PMID12764229外部リンク	0.0041
PMCarticlesPubMedarticles	0.0041
PDBstructures遺伝子オントロジー	0.0041
PDB1NVMManjasetty	0.0041
OurGenesSCIENTIFICAMERICAN	0.0041
OHNADCH	0.0041
NiceZymeviewKEGGKEGG	0.0041
NatlAcadSciU	0.0041
NVMManjasettyBAPowlowski	0.0041
NN型持つ	0.0041
NN型人	0.0041
NN型	0.0041
NADニコチンアミドアデニンジヌクレオチド酸化	0.0041
NADHニコチンアミドアデニンジヌクレオチド還元	0.0041
NADCoAacetyl	0.0041
NADCH3	0.0041
MetaCycmetabolicpathwayPRIAM	0.0041
ManjasettyBAPowlowskiJ	0.0041
KEGGentryMetaCycmetabolic	0.0041
KEGGKEGGentryMetaCyc	0.0041
JuneCrystalstructure	0.0041
JVrielinkA2003	0.0041
IntEnzviewBRENDABRENDA	0.0041
IntEnzIntEnzviewBRENDA	0.0041
H2	0.0041
H1	0.0041
Gタイプホモ	0.0041
Gタイプヘテロ	0.0041
GenesSCIENTIFICAMERICANApril	0.0041
GGタイプ１	0.0041
GGタイプ遺伝子	0.0041
GGタイプ存在	0.0041
GGタイプアルコール	0.0041
GGタイプアセトアルデヒド	0.0041
GG	0.0041
ExPASyNiceZymeviewKEGG	0.0041
EGO表示検索PMC	0.0041
EC番号12	0.0041
DOI101073pnas	0.0041
Crystalstructureofa	0.0041
Crystalstructureof	0.0041
ConnectionsAlcoholismandOur	0.0041
CoA補酵素A	0.0041
CoAアセチル補酵素	0.0041
CoAacetylCoA	0.0041
CoANADHH	0.0041
CHONADHH	0.0041
CHONADCoA	0.0041
CH3CHONADH	0.0041
CH3CHONAD	0.0041
CH3CHO	0.0041
CH3CH2	0.0041
CH3CH	0.0041
CH3	0.0041
CH2OHNAD	0.0041
CAS登録番号9028	0.0041
B低活性型	0.0041
BRENDAentryExPASyNiceZyme	0.0041
BRENDABRENDAentryExPASy	0.0041
BAPowlowskiJVrielink	0.0041
A酢酸	0.0041
A補酵素	0.0041
Aタイプ優性	0.0041
Aタイプ他方	0.0041
April20071ALDH	0.0041
AmiGOEGO表示検索	0.0041
AlcoholismandOurGenes	0.0041
AcadSciUS	0.0041
AacetylCoAアセチル	0.0041
AMERICANApril20071	0.0041
ALDH遺伝子多	0.0041
ALDH遺伝子	0.0041
ALDHひとつALDH	0.0041
ALDHひとつ	0.0041
ALDHEC12	0.0041
ALDHEC1	0.0041
ALDHADH	0.0041
ALDH517	0.0041
ALDH2欠損型	0.0041
ALDH2欠損	0.0041
ALDH2作る	0.0041
ALDH2	0.0041
AGタイプ６	0.0041
AGタイプ遺伝子	0.0041
AGタイプ約	0.0041
AGタイプAA	0.0041
AG	0.0041
ADHタイプ	0.0041
ADH1B低	0.0041
ADH1B	0.0041
AAタイプいたる	0.0041
A2003June	0.0041
A100126992	0.0041
915IntEnzIntEnz	0.0041
9028915IntEnz	0.0041
7DOI101073	0.0041
77鹿児島県	0.0041
77鹿児島	0.0041
6倍いう	0.0041
69927DOI10	0.0041
5関連項目遺伝子	0.0041
5認めるられる	0.0041
5IntEnzIntEnzview	0.0041
5255人対象	0.0041
5255人	0.0041
517個アミノ酸	0.0041
4外部リンク5	0.0041
487番目アミノ酸	0.0041
45約5	0.0041
40次に少ない	0.0041
40次に	0.0041
3遺伝子	0.0041
3脚注4外部	0.0041
3このタイプ	0.0041
3CHONADHH	0.0041
3CHONADCoA	0.0041
3CH2OH	0.0041
2関連項目編集	0.0041
2関連項目	0.0041
2欠損型	0.0041
2作る遺伝子	0.0041
2OHNAD	0.0041
2CoA補酵素	0.0041
2CoA補	0.0041
2CoA	0.0041
2CH	0.0041
2ALDHタイプ	0.0041
23この	0.0041
23	0.0041
2111	0.0041
2110CAS	0.0041
2110	0.0041
20071ALDH	0.0041
2003JuneCrystal	0.0041
1遺伝子多型	0.0041
1識別子EC番号	0.0041
1アデニン	0.0041
1アセトアルデヒド	0.0041
1PDB1NVM	0.0041
1NVMManjasettyBA	0.0041
1NAD	0.0041
1B低活性	0.0041
1ALDHADH	0.0041
16代謝能力	0.0041
16の	0.0041
12764229外部リンク編集	0.0041
1269927DOI	0.0041
1236794100PMID12764229外部	0.0041
1211	0.0041
116代謝	0.0041
110CAS登録	0.0041
110	0.0041
10CAS登録番号	0.0041
1073pnas1236794100PMID	0.0041
101073pnas1236794100	0.0041
1001269927	0.0041
10	0.0041
1	0.0041
ことなる	0.0037
の	0.0034
もの	0.0030
